GPS Date & Time,# of Sats,HDOP,Latitude,Longitude,Altitude(m),Speed(m/s),Heading(Deg),Marker,Value
2021/06/25-16:46:01:90,5,2.14,40.06115333333333,-105.20839866666665,1594.5,0.06430555555555556,162.53,,
2021/06/25-16:46:02:00,5,2.14,40.0611535,-105.20839866666665,1594.5,0.022121111111111112,162.53,,
2021/06/25-16:46:02:10,5,2.14,40.06115333333333,-105.20839849999999,1594.4,0.022121111111111112,162.53,,
2021/06/25-16:46:02:20,5,2.14,40.06115316666667,-105.20839849999999,1594.4,0.05144444444444445,162.53,LO,2
2021/06/25-16:46:02:30,5,2.14,40.06115333333333,-105.20839849999999,1594.4,0.04372777777777778,162.53,,
2021/06/25-16:46:02:40,5,2.14,40.06115333333333,-105.20839849999999,1594.4,0.055560000000000005,162.53,,
2021/06/25-16:46:02:50,5,2.14,40.06115333333333,-105.20839833333334,1594.4,0.054531111111111114,162.53,,
2021/06/25-16:46:02:60,5,2.14,40.06115333333333,-105.208398,1594.4,0.06996444444444445,162.53,,
2021/06/25-16:46:02:70,5,2.14,40.06115333333333,-105.208398,1594.4,0.0797388888888889,162.53,,
2021/06/25-16:46:02:80,5,2.14,40.061153833333336,-105.20839816666667,1594.5,0.0853977777777778,162.53,,
2021/06/25-16:46:02:90,5,2.14,40.06115416666667,-105.20839783333334,1594.6,0.07613777777777778,162.53,,
2021/06/25-16:46:03:00,5,2.14,40.06115483333333,-105.20839783333334,1594.7,0.05298777777777778,162.53,,
2021/06/25-16:46:03:10,5,2.14,40.06115533333333,-105.208398,1594.8,0.024178888888888892,162.53,,
2021/06/25-16:46:03:20,5,2.14,40.061155666666664,-105.208398,1594.9,0.02315,162.53,,
2021/06/25-16:46:03:30,5,2.14,40.061155666666664,-105.20839783333334,1594.8,0.014404444444444445,162.53,,
2021/06/25-16:46:03:40,5,2.14,40.061156,-105.20839766666668,1594.9,0.03549666666666667,162.53,,
2021/06/25-16:46:03:50,5,2.14,40.061155500000005,-105.20839749999999,1594.8,0.044242222222222224,162.53,,
2021/06/25-16:46:03:60,5,2.14,40.06115533333333,-105.20839733333332,1594.7,0.03343888888888889,162.53,,
2021/06/25-16:46:03:70,5,2.14,40.061155,-105.20839716666666,1594.7,0.06945000000000001,162.53,,
2021/06/25-16:46:03:80,5,2.14,40.061154333333334,-105.20839683333334,1594.7,0.1306688888888889,162.53,,
2021/06/25-16:46:03:90,5,2.14,40.061155,-105.208397,1594.7,0.09054222222222222,162.53,,
2021/06/25-16:46:04:00,5,2.14,40.06115466666667,-105.20839683333334,1594.7,0.13478444444444446,162.53,,
2021/06/25-16:46:04:10,5,2.14,40.06115483333333,-105.20839683333334,1594.7,0.10597555555555556,162.53,,
2021/06/25-16:46:04:20,5,2.14,40.06115583333334,-105.20839733333332,1594.8,0.04938666666666667,162.53,,
2021/06/25-16:46:04:30,5,2.14,40.06115616666667,-105.20839733333332,1594.9,0.05864666666666667,162.53,,
2021/06/25-16:46:04:40,5,2.14,40.0611565,-105.20839733333332,1594.9,0.08385444444444445,162.53,,
2021/06/25-16:46:04:50,5,2.14,40.061157,-105.20839766666668,1594.9,0.0426988888888889,162.53,,
2021/06/25-16:46:04:60,5,2.14,40.06115783333333,-105.20839816666667,1595.0,0.041155555555555556,162.53,,
2021/06/25-16:46:04:70,5,2.15,40.06115833333333,-105.20839833333334,1595.0,0.06636333333333334,162.53,,
2021/06/25-16:46:04:80,5,2.15,40.061158500000005,-105.20839816666667,1595.0,0.05607444444444445,162.53,,
2021/06/25-16:46:04:90,5,2.15,40.06115883333334,-105.20839816666667,1595.0,0.10803333333333334,162.53,,
2021/06/25-16:46:05:00,5,2.15,40.06115933333333,-105.20839849999999,1595.1,0.07099333333333334,162.53,,
2021/06/25-16:46:05:10,6,2.15,40.06115916666667,-105.20839816666667,1595.1,0.03961222222222222,162.53,,
2021/06/25-16:46:05:20,6,1.64,40.06115916666667,-105.20839783333334,1595.2,0.00926,162.53,,
2021/06/25-16:46:05:30,6,1.64,40.061158999999996,-105.20839749999999,1595.2,0.020577777777777778,162.53,,
2021/06/25-16:46:05:40,6,1.64,40.061158999999996,-105.20839733333332,1595.3,0.009774444444444445,162.53,,
2021/06/25-16:46:05:50,6,1.64,40.061158999999996,-105.20839683333334,1595.3,0.04475666666666667,162.53,,
2021/06/25-16:46:05:60,6,1.64,40.06115883333334,-105.20839666666667,1595.3,0.027780000000000003,162.53,,
2021/06/25-16:46:05:70,6,1.64,40.06115883333334,-105.2083965,1595.4,0.020577777777777778,162.53,,
2021/06/25-16:46:05:80,6,1.64,40.061158666666664,-105.20839616666666,1595.4,0.012861111111111113,162.53,,
2021/06/25-16:46:05:90,6,1.64,40.061158666666664,-105.208396,1595.5,0.010288888888888889,162.53,,
2021/06/25-16:46:06:00,6,1.64,40.06115833333333,-105.20839533333334,1595.5,0.08642666666666668,162.53,,
2021/06/25-16:46:06:10,6,1.64,40.06115833333333,-105.20839516666668,1595.6,0.062247777777777784,162.53,,
2021/06/25-16:46:06:20,6,1.64,40.061158500000005,-105.20839499999998,1595.7,0.08179666666666667,162.53,,
2021/06/25-16:46:06:30,6,1.64,40.061158500000005,-105.20839483333333,1595.7,0.06327666666666668,162.53,,
2021/06/25-16:46:06:40,6,1.64,40.061158500000005,-105.2083945,1595.8,0.07665222222222222,162.53,,
2021/06/25-16:46:06:50,6,1.64,40.06115833333333,-105.20839416666668,1595.9,0.10031666666666668,162.53,,
2021/06/25-16:46:06:50,6,1.64,40.06115883333334,-105.20839416666668,1595.9,0.05401666666666667,162.53,Data Log,False
