GPS Date & Time, # of Sats, HDOP, Latitude, Longitude, Altitude(m), Speed(m/s), Heading(Deg), Marker, Value2020/11/20-09:34:47:00,0,5.325,40.0611238,-105.2083906,1565.7999267578125,0.07809357,205.62799,Data Log,True
2020/11/20-09:34:48:00,0,5.121,40.0611216,-105.2083918,1565.7999267578125,0.17274506,204.06712,RP,
2020/11/20-09:34:49:00,0,4.274,40.0611208,-105.2083931,1565.7999267578125,0.15231772,215.4725,,
2020/11/20-09:34:50:00,0,4.029,40.0611204,-105.2083936,1565.7999267578125,0.10646828,220.37782,,
2020/11/20-09:34:51:00,0,3.955,40.0611204,-105.2083941,1565.7999267578125,0.041883856,232.83463,,
2020/11/20-09:34:52:00,0,3.9,40.0611205,-105.208394,1565.7999267578125,0.012427632,240.28505,,
2020/11/20-09:34:53:00,0,3.9,40.0611205,-105.2083939,1565.7999267578125,0.00579737,231.8228,Data Log,False
